news,fake,source
" Britain's ambassador to US resigns amid row over leaked emails   <a href=""https://www.indiatoday.in/world/story/britain-ambassador-to-us-darroch-resigns-amid-row-over-leaked-emails-1566076-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/atke-647x363.png?_Vzv3_p_a7dZv1.6OKYdkGoX9LX8Lfeu""> </a> Britain's ambassador to US resigns amid row over leaked emails",0,India Today
,,
" Sri Lanka to revive visa on arrival for 39 countries except India, China   <a href=""https://www.indiatoday.in/world/story/sri-lanka-visa-on-arrival-india-china-1566067-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/sri_lanka__4__0-647x363.png?qZovzVRJ1dIA2.uiTzWeM.mBfl6t9YSG""> </a> Sri Lanka to revive visa on arrival for 39 countries except India, China",0,India Today
,,
" Convicted politicians not to get media time in Pakistan   <a href=""https://www.indiatoday.in/world/story/convicted-politicians-not-get-media-time-pakistan-1565909-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Imran_Khan_Twitter_PTI_0-647x363.jpeg?8jZLV00huLmN1fcIFiLDd_E.qdAo6A_W""> </a> Convicted politicians not to get media time in Pakistan",0,India Today
,,
" Global response to eradicate poverty, combat climate change not ambitious enough: UN   <a href=""https://www.indiatoday.in/world/story/global-response-to-eradicate-poverty-combat-climate-change-not-ambitious-enough-un-1565890-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/un-story-fb_647_051117083451-647x363.jpeg?917FehOnDwebJhy5Z4tFhDIRTLvEVe0Y""> </a> Global response to eradicate poverty, combat climate change not ambitious enough: UN",0,India Today
,,
" Massachusetts teen gets life term for beheading classmate   <a href=""https://www.indiatoday.in/world/story/massachusetts-teen-gets-life-term-for-beheading-classmate-1565893-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/MAN_KILLS_MATE-647x363.png?WZJChb46XqnXlBK7AAR1lLvT9aa47Z10""> </a> Massachusetts teen gets life term for beheading classmate",0,India Today
,,
" Donald Trump defends Acosta but will look into Epstein plea deal   <a href=""https://www.indiatoday.in/world/story/donald-trump-alex-acosta-1565889-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trump_2_1_0-647x363.jpeg?yVBkqS80iNBLTia6ofRahULMRwHP1tLE""> </a> Donald Trump defends Acosta but will look into Epstein plea deal",0,India Today
,,
" Nawaz Sharif's daughter Maryam summoned by anti-graft court in fake trust deed case   <a href=""https://www.indiatoday.in/world/story/nawaz-sharif-daughter-maryam-summoned-by-anti-graft-court-in-fake-trust-deed-case-1565876-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/maryam-770x433_0-647x363.png?ds5f54XuAqugM1vn4F5Cud6xSAzznEkp""> </a> Nawaz Sharif's daughter Maryam summoned by anti-graft court in fake trust deed case",0,India Today
,,
" Biden earned more than $15 million after leaving White House   <a href=""https://www.indiatoday.in/world/story/joe-biden-obama-white-house-1565842-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Joe_biden-647x363.png?s44XQawuW9CH2Tfvmwp3A2pDmqRtt_vY""> </a> Biden earned more than $15 million after leaving White House",0,India Today
,,
" Parents of Pakistan boy who drowned in J&K appeal for his body to be returned    <a href=""https://www.indiatoday.in/world/story/pakistani-boy-s-parents-appeal-to-sent-his-body-home-1565826-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/kashmir-647x363.png?QpngZJt0MbhF0a7SGVCwAKuGNLZBVo6Y""> </a> Parents of Pakistan boy who drowned in J&K appeal for his body to be returned ",0,India Today
,,
" US Democratic lawmakers declare climate emergency   <a href=""https://www.indiatoday.in/world/story/us-climate-emrgency-1565778-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/cliamte-647x363.png?mXSMdo4yDdmiMZ3Uga.dGBlepDFCYfYU""> </a> US Democratic lawmakers declare climate emergency",0,India Today
,,
" 1 in 4 Pakistani kids won't complete primary education by 2030: Unesco   <a href=""https://www.indiatoday.in/world/story/1-in-4-pakistani-kids-won-t-complete-primary-education-by-2030-unesco-1565763-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/a_0-647x363.png?lyQ4mLUgOOjl_fH2ujt4aKp_n5QGIgue""> </a> 1 in 4 Pakistani kids won't complete primary education by 2030: Unesco",0,India Today
,,
" Trump cannot block people on Twitter: US court   <a href=""https://www.indiatoday.in/world/story/trump-cannot-block-people-on-twitter-us-court-1565741-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trump_0-647x363.png?cz2wZPKtyZ73wa5v2RFToBaNbrRgzeWc""> </a> Trump cannot block people on Twitter: US court",0,India Today
,,
" US wants North Korea freeze as beginning, not end, of denuclearization   <a href=""https://www.indiatoday.in/world/story/us-wants-north-korea-freeze-as-beginning-not-end-of-denuclearization-1565735-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/2019-07-04T095756Z_1107249886__0-647x363.png?tbxHXyrt5fPzr5UUva9_Q6cq5lFhcbcd""> </a> US wants North Korea freeze as beginning, not end, of denuclearization",0,India Today
,,
" Donald Trump calls UK PM Theresa May foolish and her envoy wacky over leaked memos   <a href=""https://www.indiatoday.in/world/story/donald-trump-calls-uk-pm-theresa-may-foolish-and-her-envoy-wacky-over-leaked-memos-1565731-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/2019-06-28T054554Z_1533224461_-647x363.png?F4KuTJ1c795oyEWL_cy_eGNadln0nD4g""> </a> Donald Trump calls UK PM Theresa May foolish and her envoy wacky over leaked memos",0,India Today
,,
" Pakistan news anchor shot dead outside Karachi cafe   <a href=""https://www.indiatoday.in/world/story/pakistan-news-anchor-shot-dead-outside-karachi-cafe-1565711-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/noida-techie-death-R-647x363.jpeg?PUduwaYXmv9TU5c5CfOG1wDh3HLWWikq""> </a> Pakistan news anchor shot dead outside Karachi cafe",0,India Today
,,
" 2 Indian expats win $1 million in Dubai raffle   <a href=""https://www.indiatoday.in/world/story/2-indian-expats-win-1-million-in-dubai-raffle-1565542-2019-07-09""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/dubaii-647x363.png?B3G5MScVVOsOqaMoO0vH7FiKYPAyShUu""> </a> 2 Indian expats win $1 million in Dubai raffle",0,India Today
,,
" Former Argentine President Fernando De la Rúa dies at 81   <a href=""https://www.indiatoday.in/world/story/former-argentine-president-fernando-de-la-r-a-dies-at-81-1565477-2019-07-09""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19190121854689-647x363.jpeg?P9YKYbCKEERCR7.si4lgzypr1Y0Zl7ah""> </a> Former Argentine President Fernando De la Rúa dies at 81",0,India Today
,,
" India vs New Zealand: Old Trafford air space to remain shut during semifinal clash   <a href=""https://www.indiatoday.in/world/story/icc-world-cup-2019-india-vs-new-zealand-old-trafford-air-space-to-remain-shut-during-semifinal-clash-1565267-2019-07-09""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Old_trafford27052019-647x363.jpeg?eEOnHJrxA93ouWvGp4KtXb.Mpp7iFw7m""> </a> India vs New Zealand: Old Trafford air space to remain shut during semifinal clash",0,India Today
,,
" Pakistan not invited by Russia for Eastern Economic Forum   <a href=""https://www.indiatoday.in/world/story/pakistan-not-invited-by-russia-for-eastern-economic-forum-1565125-2019-07-09""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/imran_khan_0-647x363.jpeg?j2FDgJqAFuVPhEPPn68ZxmgTPjKhH4aD""> </a> Pakistan not invited by Russia for Eastern Economic Forum",0,India Today
,,
" Indian visitor in US extradited to Germany for raping minor   <a href=""https://www.indiatoday.in/world/story/indian-visitor-in-us-extradited-to-germany-for-raping-minor-1565142-2019-07-09""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/rape-story_647_061716023530_0-647x363.jpeg?0JjO5QixMmDaJLhaxTYTvs3TsmgHaa8b""> </a> Indian visitor in US extradited to Germany for raping minor",0,India Today
,,
" Jill Biden says American people know Joe Biden isn't racist   <a href=""https://www.indiatoday.in/world/story/jill-biden-democratic-presidential-debate-1565103-2019-07-09""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/19179042960717-647x363.jpeg?ppIEqi12JrGfOOwcNQ.aMwqIWNF_jbZ1""> </a> Jill Biden says American people know Joe Biden isn't racist",0,India Today
,,
" Pakistan to receive $1 billion IMF instalment on Tuesday   <a href=""https://www.indiatoday.in/world/story/pakistan-to-receive-1billion-imf-instalment-1565069-2019-07-09""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Capture_47-647x363.png?5dcjYEoFUwsraDT20qERExLB4ivN0JX1""> </a> Pakistan to receive $1 billion IMF instalment on Tuesday",0,India Today
,,
" Hong Kong leader says extradition bill is dead after mass protests   <a href=""https://www.indiatoday.in/world/story/hong-kong-extradition-bill-carrie-lam-1565066-2019-07-09""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/HongKong-647x363.png?5RMdsvM7OGrlOz9VSl21SkRhvqEtbqdK""> </a> Hong Kong leader says extradition bill is dead after mass protests",0,India Today
,,
" In Japan, the business of watching whales is far larger than hunting them   <a href=""https://www.indiatoday.in/world/story/japan-whales-fishing-1565035-2019-07-09""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/whales-647x363.png?XHwVnr7ofXo5oqJnTuRWj0MNoJELdBeG""> </a> In Japan, the business of watching whales is far larger than hunting them",0,India Today
,,
" Iran breaches key uranium enrichment limit in nuclear deal   <a href=""https://www.indiatoday.in/world/story/iran-breaches-key-uranium-enrichment-limit-in-nuclear-deal-1565010-2019-07-09""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19188284684298-647x363.jpeg?kL8OQpxdiXULq5n4EhG8eo_0aN0yw0Bz""> </a> Iran breaches key uranium enrichment limit in nuclear deal",0,India Today
,,
" Life-threatening rains pound US capital, White House basement offices leak   <a href=""https://www.indiatoday.in/world/story/life-threatening-rains-pound-us-capital-white-house-basement-offices-leak-1565002-2019-07-09""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/TWITTER-647x363.png?OdPeWB76qrj8LrD.EbP5viFsoP2QEHVd""> </a> Life-threatening rains pound US capital, White House basement offices leak",0,India Today
,,
" US Financier Epstein pleads not guilty to sex trafficking charges involving girls   <a href=""https://www.indiatoday.in/world/story/us-financier-epstein-pleads-not-guilty-to-sex-trafficking-charges-involving-girls-1564983-2019-07-09""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/jef-647x363.png?BGYKDiqYYPYTsGMSKwp0PxX85Daqxn2w""> </a> US Financier Epstein pleads not guilty to sex trafficking charges involving girls",0,India Today
,,
" Pakistan's heaviest man, who weighed over 330 kg, dies after being left unattended in ICU    <a href=""https://www.indiatoday.in/world/story/pakistan-s-heaviest-man-who-weighed-over-330-kg-dies-after-being-left-unattended-in-icu-1564696-2019-07-08""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/pakistan-647x363.jpeg?RKDhHRwvtzreTr.KHnNchYaEQgZdaKXC""> </a> Pakistan's heaviest man, who weighed over 330 kg, dies after being left unattended in ICU ",0,India Today
,,
" Turkey: Russia preparing S-400 missile systems for delivery   <a href=""https://www.indiatoday.in/world/story/turkey-russia-preparing-s-400-missile-systems-for-delivery-1564527-2019-07-08""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/turkey_erdogan-647x363.jpeg?OGQu3vll1G3EuTu31cFxSt4zw2f.NYsh""> </a> Turkey: Russia preparing S-400 missile systems for delivery",0,India Today
,,
" International court convicts Congo rebel leader known as Terminator   <a href=""https://www.indiatoday.in/world/story/bosco-ntaganda-terminator-court-convicts-congo-rebel-leader-1564526-2019-07-08""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Congo-647x363.jpeg?.gTgZFDq7bK6rat.XeIycRJu.0EDOc9x""> </a> International court convicts Congo rebel leader known as Terminator",0,India Today
,,
" Christian family gives details of crackdown on church in China   <a href=""https://www.indiatoday.in/world/story/church-crackdown-china-christian-1564520-2019-07-08""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP-647x363.jpeg?Rle8dgJUkaVTXDLxCUquIKXXoehWiWsW""> </a> Christian family gives details of crackdown on church in China",0,India Today
,,
" Iran says it has passed uranium enrichment cap set in 2015 US nuclear deal   <a href=""https://www.indiatoday.in/world/story/iran-says-it-has-passed-uranium-enrichment-cap-set-in-2015-us-nuclear-deal-1564517-2019-07-08""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/iran_nuclear_deal-647x363.jpeg?n..At_BpLl0D3DForsmhZMHrmPg3JNxt""> </a> Iran says it has passed uranium enrichment cap set in 2015 US nuclear deal",0,India Today
